,Number
2014-09-02 05:10:00,2817
2014-09-02 05:12:00,3729
2014-09-02 05:14:00,2921
2014-09-02 05:16:00,5036
2014-09-02 05:18:00,3429
2014-09-02 05:20:00,3421
2014-09-02 05:22:00,4026
2014-09-02 05:24:00,3524
2014-09-02 05:26:00,3325
2014-09-02 05:28:00,3423
2014-09-02 05:30:00,4128
2014-09-02 05:32:00,5033
2014-09-02 05:34:00,4233
2014-09-02 05:36:00,3526
2014-09-02 05:38:00,4326
2014-09-02 05:40:00,3723
2014-09-02 05:42:00,5132
2014-09-02 05:44:00,3424
2014-09-02 05:46:00,4934
2014-09-02 05:48:00,4231
2014-09-02 05:50:00,4031
2014-09-02 05:52:00,3628
2014-09-02 05:54:00,4029
2014-09-02 05:56:00,4631
2014-09-02 05:58:00,5037
2014-09-02 06:00:00,4437
2014-09-02 06:02:00,4839
2014-09-02 06:04:00,4833
2014-09-02 06:06:00,4133
2014-09-02 06:08:00,5641
2014-09-02 06:10:00,4429
2014-09-02 06:12:00,4932
2014-09-02 06:14:00,6350
2014-09-02 06:16:00,5639
2014-09-02 06:18:00,5238
2014-09-02 06:20:00,4635
2014-09-02 06:22:00,5741
2014-09-02 06:24:00,5848
2014-09-02 06:26:00,6452
2014-09-02 06:28:00,6249
2014-09-02 06:30:00,4835
2014-09-02 06:32:00,6448
2014-09-02 06:34:00,4738
2014-09-02 06:36:00,6948
2014-09-02 06:38:00,7054
2014-09-02 06:40:00,7351
2014-09-02 06:42:00,6252
2014-09-02 06:44:00,8764
2014-09-02 06:46:00,7051
2014-09-02 06:48:00,5136
2014-09-02 06:50:00,6449
2014-09-02 06:52:00,5540
2014-09-02 06:54:00,6752
2014-09-02 06:56:00,7860
2014-09-02 06:58:00,6746
2014-09-02 07:00:00,7357
2014-09-02 07:02:00,7354
2014-09-02 07:04:00,7760
2014-09-02 07:06:00,8156
2014-09-02 07:08:00,6553
2014-09-02 07:10:00,9067
2014-09-02 07:12:00,8369
2014-09-02 07:14:00,7459
2014-09-02 07:16:00,9271
2014-09-02 07:18:00,7055
2014-09-02 07:20:00,8863
2014-09-02 07:22:00,8362
2014-09-02 07:24:00,8672
2014-09-02 07:26:00,8468
2014-09-02 07:28:00,6951
2014-09-02 07:30:00,8567
2014-09-02 07:32:00,9771
2014-09-02 07:34:00,8063
2014-09-02 07:36:00,7660
2014-09-02 07:38:00,8061
2014-09-02 07:40:00,6540
2014-09-02 07:42:00,9472
2014-09-02 07:44:00,6645
2014-09-02 07:46:00,10376
2014-09-02 07:48:00,9479
2014-09-02 07:50:00,6446
2014-09-02 07:52:00,8571
2014-09-02 07:54:00,8367
2014-09-02 07:56:00,8060
2014-09-02 07:58:00,9075
2014-09-02 08:00:00,9785
2014-09-02 08:02:00,9579
2014-09-02 08:04:00,9376
2014-09-02 08:06:00,9982
2014-09-02 08:08:00,11590
2014-09-02 08:10:00,9881
2014-09-02 08:12:00,8269
2014-09-02 08:14:00,12806
2014-09-02 08:16:00,10981
2014-09-02 08:18:00,9578
2014-09-02 08:20:00,9781
2014-09-02 08:22:00,9777
2014-09-02 08:24:00,10588
2014-09-02 08:26:00,8974
2014-09-02 08:28:00,11397
2014-09-02 08:30:00,9070
2014-09-02 08:32:00,9976
2014-09-02 08:34:00,8373
2014-09-02 08:36:00,9769
2014-09-02 08:38:00,10891
2014-09-02 08:40:00,11593
2014-09-02 08:42:00,11590
2014-09-02 08:44:00,11992
2014-09-02 08:46:00,11394
2014-09-02 08:48:00,8169
2014-09-02 08:50:00,9783
2014-09-02 08:52:00,9074
2014-09-02 08:54:00,9679
2014-09-02 08:56:00,10086
2014-09-02 08:58:00,8568
2014-09-02 09:00:00,9777
2014-09-02 09:02:00,7966
2014-09-02 09:04:00,9679
2014-09-02 09:06:00,10080
2014-09-02 09:08:00,8472
2014-09-02 09:10:00,11490
2014-09-02 09:12:00,8879
2014-09-02 09:14:00,10491
2014-09-02 09:16:00,9781
2014-09-02 09:18:00,9373
2014-09-02 09:20:00,11180
2014-09-02 09:22:00,10085
2014-09-02 09:24:00,9083
2014-09-02 09:26:00,10887
2014-09-02 09:28:00,9674
2014-09-02 09:30:00,8779
2014-09-02 09:32:00,10081
2014-09-02 09:34:00,9881
2014-09-02 09:36:00,9077
2014-09-02 09:38:00,8879
2014-09-02 09:40:00,9275
2014-09-02 09:42:00,10084
2014-09-02 09:44:00,8767
2014-09-02 09:46:00,10081
2014-09-02 09:48:00,9683
2014-09-02 09:50:00,8971
2014-09-02 09:52:00,9986
2014-09-02 09:54:00,9380
2014-09-02 09:56:00,8368
2014-09-02 09:58:00,8674
2014-09-02 10:00:00,10486
2014-09-02 10:02:00,10487
2014-09-02 10:04:00,9381
2014-09-02 10:06:00,11292
2014-09-02 10:08:00,11793
2014-09-02 10:10:00,10187
2014-09-02 10:12:00,8772
2014-09-02 10:14:00,11400
2014-09-02 10:16:00,10285
2014-09-02 10:18:00,8873
2014-09-02 10:20:00,10691
2014-09-02 10:22:00,8669
2014-09-02 10:24:00,11189
2014-09-02 10:26:00,8575
2014-09-02 10:28:00,11501
2014-09-02 10:30:00,9278
2014-09-02 10:32:00,9978
2014-09-02 10:34:00,8674
2014-09-02 10:36:00,8769
2014-09-02 10:38:00,11798
2014-09-02 10:40:00,9885
2014-09-02 10:42:00,11385
2014-09-02 10:44:00,9177
2014-09-02 10:46:00,10288
2014-09-02 10:48:00,7670
2014-09-02 10:50:00,8577
2014-09-02 10:52:00,9277
2014-09-02 10:54:00,8166
2014-09-02 10:56:00,8268
2014-09-02 10:58:00,7964
2014-09-02 11:00:00,9173
2014-09-02 11:02:00,7455
2014-09-02 11:04:00,8762
2014-09-02 11:06:00,7060
2014-09-02 11:08:00,7257
2014-09-02 11:10:00,7358
2014-09-02 11:12:00,7361
2014-09-02 11:14:00,9881
2014-09-02 11:16:00,9485
2014-09-02 11:18:00,7561
2014-09-02 11:20:00,8865
2014-09-02 11:22:00,8269
2014-09-02 11:24:00,6054
2014-09-02 11:26:00,7962
2014-09-02 11:28:00,9275
2014-09-02 11:30:00,8268
2014-09-02 11:32:00,8772
2014-09-02 11:34:00,7763
2014-09-02 11:36:00,7867
2014-09-02 11:38:00,8885
2014-09-02 11:40:00,9786
2014-09-02 11:42:00,9374
2014-09-02 11:44:00,7866
2014-09-02 11:46:00,6455
2014-09-02 11:48:00,7161
2014-09-02 11:50:00,7662
2014-09-02 11:52:00,8773
2014-09-02 11:54:00,6958
2014-09-02 11:56:00,7861
2014-09-02 11:58:00,7564
2014-09-02 12:00:00,7761
2014-09-02 12:02:00,8163
2014-09-02 12:04:00,6956
2014-09-02 12:06:00,8573
2014-09-02 12:08:00,7558
2014-09-02 12:10:00,7061
2014-09-02 12:12:00,7761
2014-09-02 12:14:00,7968
2014-09-02 12:16:00,7968
2014-09-02 12:18:00,7458
2014-09-02 12:20:00,7667
2014-09-02 12:22:00,7255
2014-09-02 12:24:00,7453
2014-09-02 12:26:00,8767
2014-09-02 12:28:00,8673
2014-09-02 12:30:00,8273
2014-09-02 12:32:00,9777
2014-09-02 12:34:00,6960
2014-09-02 12:36:00,6049
2014-09-02 12:38:00,9374
2014-09-02 12:40:00,8669
2014-09-02 12:42:00,6246
2014-09-02 12:44:00,8467
2014-09-02 12:46:00,7969
2014-09-02 12:48:00,7870
2014-09-02 12:50:00,8369
2014-09-02 12:52:00,7868
2014-09-02 12:54:00,7763
2014-09-02 12:56:00,7351
2014-09-02 12:58:00,8363
2014-09-02 13:00:00,8266
2014-09-02 13:02:00,7358
2014-09-02 13:04:00,8866
2014-09-02 13:06:00,6853
2014-09-02 13:08:00,7556
2014-09-02 13:10:00,7156
2014-09-02 13:12:00,7959
2014-09-02 13:14:00,8563
2014-09-02 13:16:00,9782
2014-09-02 13:18:00,6353
2014-09-02 13:20:00,8061
2014-09-02 13:22:00,7460
2014-09-02 13:24:00,6855
2014-09-02 13:26:00,7058
2014-09-02 13:28:00,9878
2014-09-02 13:30:00,9671
2014-09-02 13:32:00,8564
2014-09-02 13:34:00,7361
2014-09-02 13:36:00,7563
2014-09-02 13:38:00,9082
2014-09-02 13:40:00,8867
2014-09-02 13:42:00,8974
2014-09-02 13:44:00,9273
2014-09-02 13:46:00,7763
2014-09-02 13:48:00,9174
2014-09-02 13:50:00,7458
2014-09-02 13:52:00,9478
2014-09-02 13:54:00,8264
2014-09-02 13:56:00,7361
2014-09-02 13:58:00,8465
2014-09-02 14:00:00,7461
2014-09-02 14:02:00,8065
2014-09-02 14:04:00,8874
2014-09-02 14:06:00,8974
2014-09-02 14:08:00,5439
2014-09-02 14:10:00,8469
2014-09-02 14:12:00,9373
2014-09-02 14:14:00,9174
2014-09-02 14:16:00,7660
2014-09-02 14:18:00,9171
2014-09-02 14:20:00,7058
2014-09-02 14:22:00,8055
2014-09-02 14:24:00,8367
2014-09-02 14:26:00,8261
2014-09-02 14:28:00,8972
2014-09-02 14:30:00,8065
2014-09-02 14:32:00,10077
2014-09-02 14:34:00,8474
2014-09-02 14:36:00,7661
2014-09-02 14:38:00,10981
2014-09-02 14:40:00,9875
2014-09-02 14:42:00,7153
2014-09-02 14:44:00,9471
2014-09-02 14:46:00,8671
2014-09-02 14:48:00,9581
2014-09-02 14:50:00,8565
2014-09-02 14:52:00,8573
2014-09-02 14:54:00,9172
2014-09-02 14:56:00,8765
2014-09-02 14:58:00,10379
2014-09-02 15:00:00,9576
2014-09-02 15:02:00,8663
2014-09-02 15:04:00,10281
2014-09-02 15:06:00,8863
2014-09-02 15:08:00,9069
2014-09-02 15:10:00,9576
2014-09-02 15:12:00,9175
2014-09-02 15:14:00,9176
2014-09-02 15:16:00,11587
2014-09-02 15:18:00,8166
2014-09-02 15:20:00,9169
2014-09-02 15:22:00,9280
2014-09-02 15:24:00,10279
2014-09-02 15:26:00,9276
2014-09-02 15:28:00,10986
2014-09-02 15:30:00,10778
2014-09-02 15:32:00,10086
2014-09-02 15:34:00,8875
2014-09-02 15:36:00,8972
2014-09-02 15:38:00,9782
2014-09-02 15:40:00,9970
2014-09-02 15:42:00,10384
2014-09-02 15:44:00,11995
2014-09-02 15:46:00,9979
2014-09-02 15:48:00,13714
2014-09-02 15:50:00,9877
2014-09-02 15:52:00,11695
2014-09-02 15:54:00,12597
2014-09-02 15:56:00,10084
2014-09-02 15:58:00,11491
2014-09-02 16:00:00,9271
2014-09-02 16:02:00,10082
2014-09-02 16:04:00,13510
2014-09-02 16:06:00,11388
2014-09-02 16:08:00,9575
2014-09-02 16:10:00,11889
2014-09-02 16:12:00,12399
2014-09-02 16:14:00,10576
2014-09-02 16:16:00,10179
2014-09-02 16:18:00,10883
2014-09-02 16:20:00,9981
2014-09-02 16:22:00,11285
2014-09-02 16:24:00,12099
2014-09-02 16:26:00,9480
2014-09-02 16:28:00,11186
2014-09-02 16:30:00,9070
2014-09-02 16:32:00,12496
2014-09-02 16:34:00,11501
2014-09-02 16:36:00,11894
2014-09-02 16:38:00,14711
2014-09-02 16:40:00,11590
2014-09-02 16:42:00,11289
2014-09-02 16:44:00,12201
2014-09-02 16:46:00,11997
2014-09-02 16:48:00,11691
2014-09-02 16:50:00,11189
2014-09-02 16:52:00,12498
2014-09-02 16:54:00,11691
2014-09-02 16:56:00,12606
2014-09-02 16:58:00,13911
2014-09-02 17:00:00,12597
2014-09-02 17:02:00,12795
2014-09-02 17:04:00,13105
2014-09-02 17:06:00,12093
2014-09-02 17:08:00,11485
2014-09-02 17:10:00,13514
2014-09-02 17:12:00,13112
2014-09-02 17:14:00,12602
2014-09-02 17:16:00,14814
2014-09-02 17:18:00,11091
2014-09-02 17:20:00,13405
2014-09-02 17:22:00,11807
2014-09-02 17:24:00,13107
2014-09-02 17:26:00,11901
2014-09-02 17:28:00,12808
2014-09-02 17:30:00,14012
2014-09-02 17:32:00,14025
2014-09-02 17:34:00,11999
2014-09-02 17:36:00,12912
2014-09-02 17:38:00,12303
2014-09-02 17:40:00,13500
2014-09-02 17:42:00,11900
2014-09-02 17:44:00,14012
2014-09-02 17:46:00,13314
2014-09-02 17:48:00,15533
2014-09-02 17:50:00,12500
2014-09-02 17:52:00,13007
2014-09-02 17:54:00,13612
2014-09-02 17:56:00,14118
2014-09-02 17:58:00,13416
2014-09-02 18:00:00,11898
2014-09-02 18:02:00,11996
2014-09-02 18:04:00,15027
2014-09-02 18:06:00,12501
2014-09-02 18:08:00,12300
2014-09-02 18:10:00,13612
2014-09-02 18:12:00,14924
2014-09-02 18:14:00,14213
2014-09-02 18:16:00,13201
2014-09-02 18:18:00,11997
2014-09-02 18:20:00,12404
2014-09-02 18:22:00,15222
2014-09-02 18:24:00,14417
2014-09-02 18:26:00,13915
2014-09-02 18:28:00,13507
2014-09-02 18:30:00,9980
2014-09-02 18:32:00,13005
2014-09-02 18:34:00,12906
2014-09-02 18:36:00,11389
2014-09-02 18:38:00,14010
2014-09-02 18:40:00,12300
2014-09-02 18:42:00,13310
2014-09-02 18:44:00,13008
2014-09-02 18:46:00,13414
2014-09-02 18:48:00,15120
2014-09-02 18:50:00,16033
2014-09-02 18:52:00,15222
2014-09-02 18:54:00,13204
2014-09-02 18:56:00,14113
2014-09-02 18:58:00,14011
2014-09-02 19:00:00,13604
2014-09-02 19:02:00,13203
2014-09-02 19:04:00,13513
2014-09-02 19:06:00,14219
2014-09-02 19:08:00,14113
2014-09-02 19:10:00,16637
2014-09-02 19:12:00,14927
2014-09-02 19:14:00,13504
2014-09-02 19:16:00,13005
2014-09-02 19:18:00,12907
2014-09-02 19:20:00,14111
2014-09-02 19:22:00,12006
2014-09-02 19:24:00,13314
2014-09-02 19:26:00,11704
2014-09-02 19:28:00,12098
2014-09-02 19:30:00,14422
2014-09-02 19:32:00,14626
2014-09-02 19:34:00,13408
2014-09-02 19:36:00,13218
2014-09-02 19:38:00,12406
2014-09-02 19:40:00,12901
2014-09-02 19:42:00,12007
2014-09-02 19:44:00,13413
2014-09-02 19:46:00,13411
2014-09-02 19:48:00,13207
2014-09-02 19:50:00,13209
2014-09-02 19:52:00,11092
2014-09-02 19:54:00,12310
2014-09-02 19:56:00,11899
2014-09-02 19:58:00,11898
2014-09-02 20:00:00,11699
2014-09-02 20:02:00,12908
2014-09-02 20:04:00,12103
2014-09-02 20:06:00,12307
2014-09-02 20:08:00,10384
2014-09-02 20:10:00,13014
2014-09-02 20:12:00,13618
2014-09-02 20:14:00,14123
2014-09-02 20:16:00,11897
2014-09-02 20:18:00,12202
2014-09-02 20:20:00,11800
2014-09-02 20:22:00,14007
2014-09-02 20:24:00,13510
2014-09-02 20:26:00,13509
2014-09-02 20:28:00,14720
2014-09-02 20:30:00,10790
2014-09-02 20:32:00,12504
2014-09-02 20:34:00,12803
2014-09-02 20:36:00,9278
2014-09-02 20:38:00,12902
2014-09-02 20:40:00,11495
2014-09-02 20:42:00,11598
2014-09-02 20:44:00,11898
2014-09-02 20:46:00,12203
2014-09-02 20:48:00,13614
2014-09-02 20:50:00,14119
2014-09-02 20:52:00,15025
2014-09-02 20:54:00,11893
2014-09-02 20:56:00,10985
2014-09-02 20:58:00,12198
2014-09-02 21:00:00,11487
2014-09-02 21:02:00,10891
2014-09-02 21:04:00,11091
2014-09-02 21:06:00,13506
2014-09-02 21:08:00,12914
2014-09-02 21:10:00,13100
2014-09-02 21:12:00,13008
2014-09-02 21:14:00,11593
2014-09-02 21:16:00,9581
2014-09-02 21:18:00,11598
2014-09-02 21:20:00,12498
2014-09-02 21:22:00,10684
2014-09-02 21:24:00,12703
2014-09-02 21:26:00,10482
2014-09-02 21:28:00,8768
2014-09-02 21:30:00,10992
2014-09-02 21:32:00,11096
2014-09-02 21:34:00,11396
2014-09-02 21:36:00,11594
2014-09-02 21:38:00,9789
2014-09-02 21:40:00,10190
2014-09-02 21:42:00,10998
2014-09-02 21:44:00,9579
2014-09-02 21:46:00,10986
2014-09-02 21:48:00,10684
2014-09-02 21:50:00,10487
2014-09-02 21:52:00,9780
2014-09-02 21:54:00,10797
2014-09-02 21:56:00,9782
2014-09-02 21:58:00,10079
2014-09-02 22:00:00,10078
2014-09-02 22:02:00,12301
2014-09-02 22:04:00,10477
2014-09-02 22:06:00,9987
2014-09-02 22:08:00,9474
2014-09-02 22:10:00,11691
2014-09-02 22:12:00,11094
2014-09-02 22:14:00,8168
2014-09-02 22:16:00,9175
2014-09-02 22:18:00,10281
2014-09-02 22:20:00,10687
2014-09-02 22:22:00,9977
2014-09-02 22:24:00,9168
2014-09-02 22:26:00,8468
2014-09-02 22:28:00,11293
2014-09-02 22:30:00,9281
2014-09-02 22:32:00,10784
2014-09-02 22:34:00,10691
2014-09-02 22:36:00,8065
2014-09-02 22:38:00,9977
2014-09-02 22:40:00,9468
2014-09-02 22:42:00,8866
2014-09-02 22:44:00,8471
2014-09-02 22:46:00,9874
2014-09-02 22:48:00,8564
2014-09-02 22:50:00,8669
2014-09-02 22:52:00,10679
2014-09-02 22:54:00,8968
2014-09-02 22:56:00,7860
2014-09-02 22:58:00,9477
2014-09-02 23:00:00,8361
2014-09-02 23:02:00,9380
2014-09-02 23:04:00,7763
2014-09-02 23:06:00,9669
2014-09-02 23:08:00,8068
2014-09-02 23:10:00,7555
2014-09-02 23:12:00,9270
2014-09-02 23:14:00,7155
2014-09-02 23:16:00,7658
2014-09-02 23:18:00,6656
2014-09-02 23:20:00,8158
2014-09-02 23:22:00,8259
2014-09-02 23:24:00,9374
2014-09-02 23:26:00,7653
2014-09-02 23:28:00,7254
2014-09-02 23:30:00,6352
2014-09-02 23:32:00,6959
2014-09-02 23:34:00,8070
2014-09-02 23:36:00,8768
2014-09-02 23:38:00,6458
2014-09-02 23:40:00,8071
2014-09-02 23:42:00,7264
2014-09-02 23:44:00,5636
2014-09-02 23:46:00,7261
2014-09-02 23:48:00,6347
2014-09-02 23:50:00,6151
2014-09-02 23:52:00,6245
2014-09-02 23:54:00,6353
2014-09-02 23:56:00,6856
2014-09-02 23:58:00,6652
2014-09-03 00:00:00,5844
2014-09-03 00:02:00,7053
2014-09-03 00:04:00,6445
2014-09-03 00:06:00,4739
2014-09-03 00:08:00,5238
2014-09-03 00:10:00,6145
2014-09-03 00:12:00,6350
2014-09-03 00:14:00,3726
2014-09-03 00:16:00,4733
2014-09-03 00:18:00,5140
2014-09-03 00:20:00,5544
2014-09-03 00:22:00,5144
2014-09-03 00:24:00,5036
2014-09-03 00:26:00,4537
2014-09-03 00:28:00,5347
2014-09-03 00:30:00,3732
2014-09-03 00:32:00,5136
2014-09-03 00:34:00,5244
2014-09-03 00:36:00,4836
2014-09-03 00:38:00,3627
2014-09-03 00:40:00,5030
2014-09-03 00:42:00,4832
2014-09-03 00:44:00,2521
2014-09-03 00:46:00,4125
2014-09-03 00:48:00,4223
2014-09-03 00:50:00,3626
2014-09-03 00:52:00,3724
2014-09-03 00:54:00,4131
2014-09-03 00:56:00,3624
2014-09-03 00:58:00,3828
2014-09-03 01:00:00,4228
2014-09-03 01:02:00,4633
2014-09-03 01:04:00,3531
2014-09-03 01:06:00,3727
2014-09-03 01:08:00,3122
2014-09-03 01:10:00,3625
2014-09-03 01:12:00,3525
2014-09-03 01:14:00,2517
2014-09-03 01:16:00,3423
2014-09-03 01:18:00,2116
2014-09-03 01:20:00,2013
2014-09-03 01:22:00,4232
2014-09-03 01:24:00,3327
2014-09-03 01:26:00,2821
2014-09-03 01:28:00,3222
2014-09-03 01:30:00,2115
2014-09-03 01:32:00,3430
2014-09-03 01:34:00,3226
2014-09-03 01:36:00,2922
2014-09-03 01:38:00,2622
2014-09-03 01:40:00,2823
2014-09-03 01:42:00,3025
2014-09-03 01:44:00,2110
2014-09-03 01:46:00,2421
2014-09-03 01:48:00,2112
2014-09-03 01:50:00,2520
2014-09-03 01:52:00,1909
2014-09-03 01:54:00,2015
2014-09-03 01:56:00,1910
2014-09-03 01:58:00,2925
2014-09-03 02:00:00,1711
2014-09-03 02:02:00,2417
2014-09-03 02:04:00,1509
2014-09-03 02:06:00,1613
2014-09-03 02:08:00,2115
2014-09-03 02:10:00,706
2014-09-03 02:12:00,1916
2014-09-03 02:14:00,1709
2014-09-03 02:16:00,1312
2014-09-03 02:18:00,1110
2014-09-03 02:20:00,1008
2014-09-03 02:22:00,1414
2014-09-03 02:24:00,2018
2014-09-03 02:26:00,1916
2014-09-03 02:28:00,1716
2014-09-03 02:30:00,705
2014-09-03 02:32:00,1512
2014-09-03 02:34:00,1311
2014-09-03 02:36:00,1614
2014-09-03 02:38:00,1009
2014-09-03 02:40:00,1410
2014-09-03 02:42:00,807
2014-09-03 02:44:00,806
2014-09-03 02:46:00,705
2014-09-03 02:48:00,1004
2014-09-03 02:50:00,1111
2014-09-03 02:52:00,808
2014-09-03 02:54:00,1312
2014-09-03 02:56:00,1109
2014-09-03 02:58:00,1414
2014-09-03 03:00:00,1208
2014-09-03 03:02:00,1209
2014-09-03 03:04:00,1612
2014-09-03 03:06:00,808
2014-09-03 03:08:00,1511
2014-09-03 03:10:00,1513
2014-09-03 03:12:00,706
2014-09-03 03:14:00,1209
2014-09-03 03:16:00,1111
2014-09-03 03:18:00,1008
2014-09-03 03:20:00,1313
2014-09-03 03:22:00,2119
2014-09-03 03:24:00,706
2014-09-03 03:26:00,707
2014-09-03 03:28:00,606
2014-09-03 03:30:00,1411
2014-09-03 03:32:00,1613
2014-09-03 03:34:00,1614
2014-09-03 03:36:00,906
2014-09-03 03:38:00,806
2014-09-03 03:40:00,909
2014-09-03 03:42:00,1514
2014-09-03 03:44:00,704
2014-09-03 03:46:00,1212
2014-09-03 03:48:00,1513
2014-09-03 03:50:00,907
2014-09-03 03:52:00,1109
2014-09-03 03:54:00,807
2014-09-03 03:56:00,1511
2014-09-03 03:58:00,1717
2014-09-03 04:00:00,1410
2014-09-03 04:02:00,1312
2014-09-03 04:04:00,1307
2014-09-03 04:06:00,1312
2014-09-03 04:08:00,1311
2014-09-03 04:10:00,1009
2014-09-03 04:12:00,1513
2014-09-03 04:14:00,1915
2014-09-03 04:16:00,1512
2014-09-03 04:18:00,1309
2014-09-03 04:20:00,1512
2014-09-03 04:22:00,805
2014-09-03 04:24:00,2116
2014-09-03 04:26:00,1917
2014-09-03 04:28:00,1714
2014-09-03 04:30:00,1309
2014-09-03 04:32:00,1311
2014-09-03 04:34:00,1309
2014-09-03 04:36:00,1008
2014-09-03 04:38:00,2216
2014-09-03 04:40:00,1311
2014-09-03 04:42:00,1209
2014-09-03 04:44:00,1509
2014-09-03 04:46:00,1716
2014-09-03 04:48:00,1614
2014-09-03 04:50:00,2018
2014-09-03 04:52:00,1312
2014-09-03 04:54:00,1713
2014-09-03 04:56:00,2318
2014-09-03 04:58:00,3229
2014-09-03 05:00:00,1911
2014-09-03 05:02:00,2018
2014-09-03 05:04:00,2919
2014-09-03 05:06:00,2315
2014-09-03 05:08:00,3320
2014-09-03 05:10:00,2017
2014-09-03 05:12:00,1710
2014-09-03 05:14:00,2116
2014-09-03 05:16:00,2621
2014-09-03 05:18:00,3429
2014-09-03 05:20:00,3327
2014-09-03 05:22:00,3430
2014-09-03 05:24:00,3323
2014-09-03 05:26:00,2621
2014-09-03 05:28:00,3529
2014-09-03 05:30:00,2921
2014-09-03 05:32:00,4536
2014-09-03 05:34:00,4033
2014-09-03 05:36:00,3829
2014-09-03 05:38:00,5044
2014-09-03 05:40:00,3831
2014-09-03 05:42:00,3633
2014-09-03 05:44:00,3024
2014-09-03 05:46:00,3933
2014-09-03 05:48:00,3433
2014-09-03 05:50:00,3426
2014-09-03 05:52:00,2923
2014-09-03 05:54:00,3631
2014-09-03 05:56:00,3831
2014-09-03 05:58:00,3528
2014-09-03 06:00:00,2925
2014-09-03 06:02:00,4035
2014-09-03 06:04:00,3928
2014-09-03 06:06:00,5037
2014-09-03 06:08:00,4534
2014-09-03 06:10:00,4336
2014-09-03 06:12:00,5849
2014-09-03 06:14:00,5643
2014-09-03 06:16:00,5141
2014-09-03 06:18:00,5843
2014-09-03 06:20:00,6558
2014-09-03 06:22:00,5440
2014-09-03 06:24:00,6345
2014-09-03 06:26:00,5651
2014-09-03 06:28:00,5244
2014-09-03 06:30:00,6354
2014-09-03 06:32:00,6049
2014-09-03 06:34:00,6047
2014-09-03 06:36:00,5243
2014-09-03 06:38:00,6145
2014-09-03 06:40:00,7260
2014-09-03 06:42:00,5546
2014-09-03 06:44:00,6147
2014-09-03 06:46:00,6660
2014-09-03 06:48:00,6657
2014-09-03 06:50:00,5746
2014-09-03 06:52:00,5541
2014-09-03 06:54:00,7457
2014-09-03 06:56:00,6551
2014-09-03 06:58:00,6654
2014-09-03 07:00:00,7655
2014-09-03 07:02:00,6658
2014-09-03 07:04:00,5948
2014-09-03 07:06:00,6449
2014-09-03 07:08:00,6756
2014-09-03 07:10:00,7966
2014-09-03 07:12:00,8066
2014-09-03 07:14:00,7363
2014-09-03 07:16:00,7059
2014-09-03 07:18:00,9785
2014-09-03 07:20:00,8269
2014-09-03 07:22:00,8468
2014-09-03 07:24:00,10484
2014-09-03 07:26:00,9172
2014-09-03 07:28:00,9682
2014-09-03 07:30:00,7058
2014-09-03 07:32:00,10389
2014-09-03 07:34:00,7967
2014-09-03 07:36:00,8776
2014-09-03 07:38:00,8973
2014-09-03 07:40:00,8973
2014-09-03 07:42:00,7869
2014-09-03 07:44:00,8671
2014-09-03 07:46:00,8977
2014-09-03 07:48:00,7670
2014-09-03 07:50:00,8163
2014-09-03 07:52:00,7463
2014-09-03 07:54:00,8982
2014-09-03 07:56:00,8370
2014-09-03 07:58:00,7461
2014-09-03 08:00:00,7768
2014-09-03 08:02:00,8776
2014-09-03 08:04:00,9680
2014-09-03 08:06:00,8770
2014-09-03 08:08:00,10589
2014-09-03 08:10:00,9279
2014-09-03 08:12:00,11705
2014-09-03 08:14:00,10687
2014-09-03 08:16:00,9884
2014-09-03 08:18:00,11391
2014-09-03 08:20:00,11297
2014-09-03 08:22:00,10791
2014-09-03 08:24:00,10077
2014-09-03 08:26:00,9889
2014-09-03 08:28:00,8474
2014-09-03 08:30:00,10796
2014-09-03 08:32:00,10687
2014-09-03 08:34:00,10988
2014-09-03 08:36:00,10591
2014-09-03 08:38:00,10282
2014-09-03 08:40:00,11699
2014-09-03 08:42:00,10994
2014-09-03 08:44:00,10184
2014-09-03 08:46:00,10693
2014-09-03 08:48:00,9881
2014-09-03 08:50:00,8669
2014-09-03 08:52:00,9169
2014-09-03 08:54:00,11187
2014-09-03 08:56:00,10079
2014-09-03 08:58:00,9880
2014-09-03 09:00:00,10686
2014-09-03 09:02:00,9986
2014-09-03 09:04:00,8980
2014-09-03 09:06:00,9882
2014-09-03 09:08:00,9281
2014-09-03 09:10:00,10992
2014-09-03 09:12:00,11493
2014-09-03 09:14:00,10391
2014-09-03 09:16:00,10694
2014-09-03 09:18:00,10894
2014-09-03 09:20:00,9882
2014-09-03 09:22:00,11090
2014-09-03 09:24:00,12102
