,Number
2014-09-15 10:44:00,6849
2014-09-15 10:46:00,10089
2014-09-15 10:48:00,7864
2014-09-15 10:50:00,9375
2014-09-15 10:52:00,9072
2014-09-15 10:54:00,7863
2014-09-15 10:56:00,7863
2014-09-15 10:58:00,7661
2014-09-15 11:00:00,9070
2014-09-15 11:02:00,8876
2014-09-15 11:04:00,9179
2014-09-15 11:06:00,6453
2014-09-15 11:08:00,7365
2014-09-15 11:10:00,7961
2014-09-15 11:12:00,7554
2014-09-15 11:14:00,7560
2014-09-15 11:16:00,7664
2014-09-15 11:18:00,6956
2014-09-15 11:20:00,8163
2014-09-15 11:22:00,6852
2014-09-15 11:24:00,8269
2014-09-15 11:26:00,7767
2014-09-15 11:28:00,9170
2014-09-15 11:30:00,6450
2014-09-15 11:32:00,7260
2014-09-15 11:34:00,8071
2014-09-15 11:36:00,7669
2014-09-15 11:38:00,8972
2014-09-15 11:40:00,8370
2014-09-15 11:42:00,8365
2014-09-15 11:44:00,7156
2014-09-15 11:46:00,6450
2014-09-15 11:48:00,7259
2014-09-15 11:50:00,7653
2014-09-15 11:52:00,8668
2014-09-15 11:54:00,8667
2014-09-15 11:56:00,7464
2014-09-15 11:58:00,7765
2014-09-15 12:00:00,6248
2014-09-15 12:02:00,5745
2014-09-15 12:04:00,5651
2014-09-15 12:06:00,5346
2014-09-15 12:08:00,6654
2014-09-15 12:10:00,6354
2014-09-15 12:12:00,5946
2014-09-15 12:14:00,7161
2014-09-15 12:16:00,7965
2014-09-15 12:18:00,5545
2014-09-15 12:20:00,7156
2014-09-15 12:22:00,7668
2014-09-15 12:24:00,6958
2014-09-15 12:26:00,7766
2014-09-15 12:28:00,7364
2014-09-15 12:30:00,8168
2014-09-15 12:32:00,8163
2014-09-15 12:34:00,6454
2014-09-15 12:36:00,6955
2014-09-15 12:38:00,7561
2014-09-15 12:40:00,8569
2014-09-15 12:42:00,6963
2014-09-15 12:44:00,5748
2014-09-15 12:46:00,8476
2014-09-15 12:48:00,7457
2014-09-15 12:50:00,7461
2014-09-15 12:52:00,6859
2014-09-15 12:54:00,5647
2014-09-15 12:56:00,8068
2014-09-15 12:58:00,6851
2014-09-15 13:00:00,8263
2014-09-15 13:02:00,6956
2014-09-15 13:04:00,7661
2014-09-15 13:06:00,7464
2014-09-15 13:08:00,8475
2014-09-15 13:10:00,7762
2014-09-15 13:12:00,6854
2014-09-15 13:14:00,9677
2014-09-15 13:16:00,8569
2014-09-15 13:18:00,6456
2014-09-15 13:20:00,6149
2014-09-15 13:22:00,7463
2014-09-15 13:24:00,8268
2014-09-15 13:26:00,7460
2014-09-15 13:28:00,8472
2014-09-15 13:30:00,8064
2014-09-15 13:32:00,7665
2014-09-15 13:34:00,9180
2014-09-15 13:36:00,7464
2014-09-15 13:38:00,8166
2014-09-15 13:40:00,7961
2014-09-15 13:42:00,7156
2014-09-15 13:44:00,8876
2014-09-15 13:46:00,6150
2014-09-15 13:48:00,6347
2014-09-15 13:50:00,8265
2014-09-15 13:52:00,8568
2014-09-15 13:54:00,9071
2014-09-15 13:56:00,9175
2014-09-15 13:58:00,7663
2014-09-15 14:00:00,7667
2014-09-15 14:02:00,6955
2014-09-15 14:04:00,6758
2014-09-15 14:06:00,7866
2014-09-15 14:08:00,6455
2014-09-15 14:10:00,7666
2014-09-15 14:12:00,7660
2014-09-15 14:14:00,8468
2014-09-15 14:16:00,8670
2014-09-15 14:18:00,8567
2014-09-15 14:20:00,8767
2014-09-15 14:22:00,9884
2014-09-15 14:24:00,9074
2014-09-15 14:26:00,8772
2014-09-15 14:28:00,8768
2014-09-15 14:30:00,9179
2014-09-15 14:32:00,8671
2014-09-15 14:34:00,8162
2014-09-15 14:36:00,8360
2014-09-15 14:38:00,8974
2014-09-15 14:40:00,9481
2014-09-15 14:42:00,9885
2014-09-15 14:44:00,7351
2014-09-15 14:46:00,9271
2014-09-15 14:48:00,7558
2014-09-15 14:50:00,9175
2014-09-15 14:52:00,6954
2014-09-15 14:54:00,8064
2014-09-15 14:56:00,10586
2014-09-15 14:58:00,7760
2014-09-15 15:00:00,9679
2014-09-15 15:02:00,8464
2014-09-15 15:04:00,10372
2014-09-15 15:06:00,8772
2014-09-15 15:08:00,11690
2014-09-15 15:10:00,9678
2014-09-15 15:12:00,9377
2014-09-15 15:14:00,11691
2014-09-15 15:16:00,10682
2014-09-15 15:18:00,9376
2014-09-15 15:20:00,8366
2014-09-15 15:22:00,10084
2014-09-15 15:24:00,10079
2014-09-15 15:26:00,10487
2014-09-15 15:28:00,10190
2014-09-15 15:30:00,10381
2014-09-15 15:32:00,9474
2014-09-15 15:34:00,10386
2014-09-15 15:36:00,8066
2014-09-15 15:38:00,9980
2014-09-15 15:40:00,12902
2014-09-15 15:42:00,10384
2014-09-15 15:44:00,11797
2014-09-15 15:46:00,9782
2014-09-15 15:48:00,7662
2014-09-15 15:50:00,10481
2014-09-15 15:52:00,9576
2014-09-15 15:54:00,13412
2014-09-15 15:56:00,10588
2014-09-15 15:58:00,9878
2014-09-15 16:00:00,12707
2014-09-15 16:02:00,11590
2014-09-15 16:04:00,10990
2014-09-15 16:06:00,12096
2014-09-15 16:08:00,10391
2014-09-15 16:10:00,11697
2014-09-15 16:12:00,10275
2014-09-15 16:14:00,12901
2014-09-15 16:16:00,13105
2014-09-15 16:18:00,12707
2014-09-15 16:20:00,14710
2014-09-15 16:22:00,13311
2014-09-15 16:24:00,12301
2014-09-15 16:26:00,11995
2014-09-15 16:28:00,10687
2014-09-15 16:30:00,12098
2014-09-15 16:32:00,12094
2014-09-15 16:34:00,11594
2014-09-15 16:36:00,11184
2014-09-15 16:38:00,11690
2014-09-15 16:40:00,11502
2014-09-15 16:42:00,13909
2014-09-15 16:44:00,11880
2014-09-15 16:46:00,13002
2014-09-15 16:48:00,10088
2014-09-15 16:50:00,13918
2014-09-15 16:52:00,9874
2014-09-15 16:54:00,14724
2014-09-15 16:56:00,14615
2014-09-15 16:58:00,11696
2014-09-15 17:00:00,14318
2014-09-15 17:02:00,14113
2014-09-15 17:04:00,15715
2014-09-15 17:06:00,13714
2014-09-15 17:08:00,15615
2014-09-15 17:10:00,12906
2014-09-15 17:12:00,14422
2014-09-15 17:14:00,13911
2014-09-15 17:16:00,14219
2014-09-15 17:18:00,14912
2014-09-15 17:20:00,13503
2014-09-15 17:22:00,12806
2014-09-15 17:24:00,13313
2014-09-15 17:26:00,14222
2014-09-15 17:28:00,12712
2014-09-15 17:30:00,13007
2014-09-15 17:32:00,13406
2014-09-15 17:34:00,12098
2014-09-15 17:36:00,12505
2014-09-15 17:38:00,14213
2014-09-15 17:40:00,16033
2014-09-15 17:42:00,15940
2014-09-15 17:44:00,14522
2014-09-15 17:46:00,13414
2014-09-15 17:48:00,12309
2014-09-15 17:50:00,12095
2014-09-15 17:52:00,13311
2014-09-15 17:54:00,17246
2014-09-15 17:56:00,12712
2014-09-15 17:58:00,12704
2014-09-15 18:00:00,13209
2014-09-15 18:02:00,14615
2014-09-15 18:04:00,14318
2014-09-15 18:06:00,14619
2014-09-15 18:08:00,14426
2014-09-15 18:10:00,16641
2014-09-15 18:12:00,11992
2014-09-15 18:14:00,15420
2014-09-15 18:16:00,16433
2014-09-15 18:18:00,14524
2014-09-15 18:20:00,16425
2014-09-15 18:22:00,15929
2014-09-15 18:24:00,13309
2014-09-15 18:26:00,14924
2014-09-15 18:28:00,13411
2014-09-15 18:30:00,15224
2014-09-15 18:32:00,14522
2014-09-15 18:34:00,13623
2014-09-15 18:36:00,14423
2014-09-15 18:38:00,14211
2014-09-15 18:40:00,14424
2014-09-15 18:42:00,14114
2014-09-15 18:44:00,13202
2014-09-15 18:46:00,13211
2014-09-15 18:48:00,12910
2014-09-15 18:50:00,15331
2014-09-15 18:52:00,13818
2014-09-15 18:54:00,15633
2014-09-15 18:56:00,16532
2014-09-15 18:58:00,13411
2014-09-15 19:00:00,16127
2014-09-15 19:02:00,16843
2014-09-15 19:04:00,18239
2014-09-15 19:06:00,15228
2014-09-15 19:08:00,17344
2014-09-15 19:10:00,14321
2014-09-15 19:12:00,15226
2014-09-15 19:14:00,16637
2014-09-15 19:16:00,15031
2014-09-15 19:18:00,16125
2014-09-15 19:20:00,14611
2014-09-15 19:22:00,13307
2014-09-15 19:24:00,13312
2014-09-15 19:26:00,14119
2014-09-15 19:28:00,14116
2014-09-15 19:30:00,13217
2014-09-15 19:32:00,14016
2014-09-15 19:34:00,12606
2014-09-15 19:36:00,12403
2014-09-15 19:38:00,15325
2014-09-15 19:40:00,15130
2014-09-15 19:42:00,15735
2014-09-15 19:44:00,14021
2014-09-15 19:46:00,14427
2014-09-15 19:48:00,14931
2014-09-15 19:50:00,11195
2014-09-15 19:52:00,12714
2014-09-15 19:54:00,13213
2014-09-15 19:56:00,13216
2014-09-15 19:58:00,12001
2014-09-15 20:00:00,10791
2014-09-15 20:02:00,14310
2014-09-15 20:04:00,13409
2014-09-15 20:06:00,15832
2014-09-15 20:08:00,13212
2014-09-15 20:10:00,15128
2014-09-15 20:12:00,11491
2014-09-15 20:14:00,14011
2014-09-15 20:16:00,14012
2014-09-15 20:18:00,13007
2014-09-15 20:20:00,14416
2014-09-15 20:22:00,14409
2014-09-15 20:24:00,14210
2014-09-15 20:26:00,13103
2014-09-15 20:28:00,13308
2014-09-15 20:30:00,14317
2014-09-15 20:32:00,13919
2014-09-15 20:34:00,12308
2014-09-15 20:36:00,14426
2014-09-15 20:38:00,14418
2014-09-15 20:40:00,13915
2014-09-15 20:42:00,12500
2014-09-15 20:44:00,10282
2014-09-15 20:46:00,10988
2014-09-15 20:48:00,12393
2014-09-15 20:50:00,12299
2014-09-15 20:52:00,13723
2014-09-15 20:54:00,11997
2014-09-15 20:56:00,13817
2014-09-15 20:58:00,13710
2014-09-15 21:00:00,14620
2014-09-15 21:02:00,13413
2014-09-15 21:04:00,14007
2014-09-15 21:06:00,12297
2014-09-15 21:08:00,13111
2014-09-15 21:10:00,13309
2014-09-15 21:12:00,10487
2014-09-15 21:14:00,13607
2014-09-15 21:16:00,10084
2014-09-15 21:18:00,11587
2014-09-15 21:20:00,9773
2014-09-15 21:22:00,11686
2014-09-15 21:24:00,11893
2014-09-15 21:26:00,10084
2014-09-15 21:28:00,10778
2014-09-15 21:30:00,11599
2014-09-15 21:32:00,10887
2014-09-15 21:34:00,11196
2014-09-15 21:36:00,7565
2014-09-15 21:38:00,10992
2014-09-15 21:40:00,11598
2014-09-15 21:42:00,10386
2014-09-15 21:44:00,10687
2014-09-15 21:46:00,11193
2014-09-15 21:48:00,11399
2014-09-15 21:50:00,8973
2014-09-15 21:52:00,8574
2014-09-15 21:54:00,9983
2014-09-15 21:56:00,10479
2014-09-15 21:58:00,10485
2014-09-15 22:00:00,9377
2014-09-15 22:02:00,10079
2014-09-15 22:04:00,10381
2014-09-15 22:06:00,12709
2014-09-15 22:08:00,9576
2014-09-15 22:10:00,10080
2014-09-15 22:12:00,9681
2014-09-15 22:14:00,9984
2014-09-15 22:16:00,10081
2014-09-15 22:18:00,9178
2014-09-15 22:20:00,10185
2014-09-15 22:22:00,9972
2014-09-15 22:24:00,11287
2014-09-15 22:26:00,9772
2014-09-15 22:28:00,9073
2014-09-15 22:30:00,9275
2014-09-15 22:32:00,9577
2014-09-15 22:34:00,9581
2014-09-15 22:36:00,9982
2014-09-15 22:38:00,10886
2014-09-15 22:40:00,9474
2014-09-15 22:42:00,9469
2014-09-15 22:44:00,8063
2014-09-15 22:46:00,8366
2014-09-15 22:48:00,8662
2014-09-15 22:50:00,8166
2014-09-15 22:52:00,8776
2014-09-15 22:54:00,7762
2014-09-15 22:56:00,8876
2014-09-15 22:58:00,10381
2014-09-15 23:00:00,9678
2014-09-15 23:02:00,8256
2014-09-15 23:04:00,8060
2014-09-15 23:06:00,8467
2014-09-15 23:08:00,6753
2014-09-15 23:10:00,8366
2014-09-15 23:12:00,6552
2014-09-15 23:14:00,8661
2014-09-15 23:16:00,5339
2014-09-15 23:18:00,6342
2014-09-15 23:20:00,5438
2014-09-15 23:22:00,7560
2014-09-15 23:24:00,8570
2014-09-15 23:26:00,5142
2014-09-15 23:28:00,5135
2014-09-15 23:30:00,7362
2014-09-15 23:32:00,6856
2014-09-15 23:34:00,7062
2014-09-15 23:36:00,4941
2014-09-15 23:38:00,5949
2014-09-15 23:40:00,5846
2014-09-15 23:42:00,5954
2014-09-15 23:44:00,6552
2014-09-15 23:46:00,7051
2014-09-15 23:48:00,5144
2014-09-15 23:50:00,6245
2014-09-15 23:52:00,4940
2014-09-15 23:54:00,7160
2014-09-15 23:56:00,6141
2014-09-15 23:58:00,6146
2014-09-16 00:00:00,4639
2014-09-16 00:02:00,4134
2014-09-16 00:04:00,5441
2014-09-16 00:06:00,5651
2014-09-16 00:08:00,5342
2014-09-16 00:10:00,5241
2014-09-16 00:12:00,5351
2014-09-16 00:14:00,3935
2014-09-16 00:16:00,4437
2014-09-16 00:18:00,4541
2014-09-16 00:20:00,3631
2014-09-16 00:22:00,4429
2014-09-16 00:24:00,5345
2014-09-16 00:26:00,5746
2014-09-16 00:28:00,4132
2014-09-16 00:30:00,3327
2014-09-16 00:32:00,4034
2014-09-16 00:34:00,5146
2014-09-16 00:36:00,5242
2014-09-16 00:38:00,5141
2014-09-16 00:40:00,4132
2014-09-16 00:42:00,5040
2014-09-16 00:44:00,3529
2014-09-16 00:46:00,3832
2014-09-16 00:48:00,3022
2014-09-16 00:50:00,3527
2014-09-16 00:52:00,3629
2014-09-16 00:54:00,2721
2014-09-16 00:56:00,3628
2014-09-16 00:58:00,3425
2014-09-16 01:00:00,3123
2014-09-16 01:02:00,3922
2014-09-16 01:04:00,3926
2014-09-16 01:06:00,2823
2014-09-16 01:08:00,2322
2014-09-16 01:10:00,3125
2014-09-16 01:12:00,3123
2014-09-16 01:14:00,3724
2014-09-16 01:16:00,2519
2014-09-16 01:18:00,2016
2014-09-16 01:20:00,2215
2014-09-16 01:22:00,2523
2014-09-16 01:24:00,3125
2014-09-16 01:26:00,2016
2014-09-16 01:28:00,2321
2014-09-16 01:30:00,2120
2014-09-16 01:32:00,2522
2014-09-16 01:34:00,2323
2014-09-16 01:36:00,2217
2014-09-16 01:38:00,2420
2014-09-16 01:40:00,1609
2014-09-16 01:42:00,2421
2014-09-16 01:44:00,2017
2014-09-16 01:46:00,2619
2014-09-16 01:48:00,1411
2014-09-16 01:50:00,2924
2014-09-16 01:52:00,1110
2014-09-16 01:54:00,2119
2014-09-16 01:56:00,1713
2014-09-16 01:58:00,1611
2014-09-16 02:00:00,909
2014-09-16 02:02:00,1713
2014-09-16 02:04:00,1310
2014-09-16 02:06:00,1613
2014-09-16 02:08:00,1716
2014-09-16 02:10:00,1816
2014-09-16 02:12:00,1615
2014-09-16 02:14:00,1110
2014-09-16 02:16:00,1713
2014-09-16 02:18:00,1414
2014-09-16 02:20:00,1311
2014-09-16 02:22:00,1209
2014-09-16 02:24:00,1817
2014-09-16 02:26:00,1714
2014-09-16 02:28:00,1412
2014-09-16 02:30:00,1211
2014-09-16 02:32:00,1311
2014-09-16 02:34:00,1311
2014-09-16 02:36:00,1312
2014-09-16 02:38:00,1210
2014-09-16 02:40:00,908
2014-09-16 02:42:00,1413
2014-09-16 02:44:00,908
2014-09-16 02:46:00,1009
2014-09-16 02:48:00,404
2014-09-16 02:50:00,1511
2014-09-16 02:52:00,1108
2014-09-16 02:54:00,808
2014-09-16 02:56:00,1410
2014-09-16 02:58:00,906
2014-09-16 03:00:00,1414
2014-09-16 03:02:00,1815
2014-09-16 03:04:00,1108
2014-09-16 03:06:00,604
2014-09-16 03:08:00,807
2014-09-16 03:10:00,1712
2014-09-16 03:12:00,1110
2014-09-16 03:14:00,1106
2014-09-16 03:16:00,1212
2014-09-16 03:18:00,807
2014-09-16 03:20:00,908
2014-09-16 03:22:00,1008
2014-09-16 03:24:00,1409
2014-09-16 03:26:00,2117
2014-09-16 03:28:00,1312
2014-09-16 03:30:00,1010
2014-09-16 03:32:00,1104
2014-09-16 03:34:00,1413
2014-09-16 03:36:00,1513
2014-09-16 03:38:00,1110
2014-09-16 03:40:00,1310
2014-09-16 03:42:00,1008
2014-09-16 03:44:00,1410
2014-09-16 03:46:00,1312
2014-09-16 03:48:00,1107
2014-09-16 03:50:00,1413
2014-09-16 03:52:00,1813
2014-09-16 03:54:00,909
2014-09-16 03:56:00,704
2014-09-16 03:58:00,1414
2014-09-16 04:00:00,605
2014-09-16 04:02:00,1513
2014-09-16 04:04:00,806
2014-09-16 04:06:00,2019
2014-09-16 04:08:00,1107
2014-09-16 04:10:00,1914
2014-09-16 04:12:00,1514
2014-09-16 04:14:00,2823
2014-09-16 04:16:00,1915
2014-09-16 04:18:00,1211
2014-09-16 04:20:00,1611
2014-09-16 04:22:00,1715
2014-09-16 04:24:00,1009
2014-09-16 04:26:00,1411
2014-09-16 04:28:00,2213
2014-09-16 04:30:00,1412
2014-09-16 04:32:00,1211
2014-09-16 04:34:00,1814
2014-09-16 04:36:00,1110
2014-09-16 04:38:00,1311
2014-09-16 04:40:00,1311
2014-09-16 04:42:00,1608
2014-09-16 04:44:00,2418
2014-09-16 04:46:00,1712
2014-09-16 04:48:00,1409
2014-09-16 04:50:00,1715
2014-09-16 04:52:00,2012
2014-09-16 04:54:00,1612
2014-09-16 04:56:00,2216
2014-09-16 04:58:00,2420
2014-09-16 05:00:00,1815
2014-09-16 05:02:00,2519
2014-09-16 05:04:00,2213
2014-09-16 05:06:00,2517
2014-09-16 05:08:00,1916
2014-09-16 05:10:00,2618
2014-09-16 05:12:00,2317
2014-09-16 05:14:00,2720
2014-09-16 05:16:00,2726
2014-09-16 05:18:00,2118
2014-09-16 05:20:00,2017
2014-09-16 05:22:00,3931
2014-09-16 05:24:00,2921
2014-09-16 05:26:00,4437
2014-09-16 05:28:00,3530
2014-09-16 05:30:00,3127
2014-09-16 05:32:00,4133
2014-09-16 05:34:00,3829
2014-09-16 05:36:00,4033
2014-09-16 05:38:00,4334
2014-09-16 05:40:00,4035
2014-09-16 05:42:00,3932
2014-09-16 05:44:00,3325
2014-09-16 05:46:00,5141
2014-09-16 05:48:00,4131
2014-09-16 05:50:00,4638
2014-09-16 05:52:00,4735
2014-09-16 05:54:00,3429
2014-09-16 05:56:00,4132
2014-09-16 05:58:00,4140
2014-09-16 06:00:00,2922
2014-09-16 06:02:00,5747
2014-09-16 06:04:00,5439
2014-09-16 06:06:00,4637
2014-09-16 06:08:00,4533
2014-09-16 06:10:00,5439
2014-09-16 06:12:00,4937
2014-09-16 06:14:00,6954
2014-09-16 06:16:00,6153
2014-09-16 06:18:00,6051
2014-09-16 06:20:00,6252
2014-09-16 06:22:00,5847
2014-09-16 06:24:00,5950
2014-09-16 06:26:00,6356
2014-09-16 06:28:00,6856
2014-09-16 06:30:00,6759
2014-09-16 06:32:00,8677
2014-09-16 06:34:00,8969
2014-09-16 06:36:00,6961
2014-09-16 06:38:00,7665
2014-09-16 06:40:00,5240
2014-09-16 06:42:00,7762
2014-09-16 06:44:00,7666
2014-09-16 06:46:00,7963
2014-09-16 06:48:00,7554
2014-09-16 06:50:00,9077
2014-09-16 06:52:00,8971
2014-09-16 06:54:00,7556
2014-09-16 06:56:00,8461
2014-09-16 06:58:00,7159
2014-09-16 07:00:00,7865
2014-09-16 07:02:00,10286
2014-09-16 07:04:00,8062
2014-09-16 07:06:00,10584
2014-09-16 07:08:00,8064
2014-09-16 07:10:00,9474
2014-09-16 07:12:00,9574
2014-09-16 07:14:00,7669
2014-09-16 07:16:00,8771
2014-09-16 07:18:00,7465
2014-09-16 07:20:00,9875
2014-09-16 07:22:00,10183
2014-09-16 07:24:00,11796
2014-09-16 07:26:00,11297
2014-09-16 07:28:00,10390
2014-09-16 07:30:00,9986
2014-09-16 07:32:00,10084
2014-09-16 07:34:00,11796
2014-09-16 07:36:00,11804
2014-09-16 07:38:00,11386
2014-09-16 07:40:00,11292
2014-09-16 07:42:00,10383
2014-09-16 07:44:00,8979
2014-09-16 07:46:00,11800
2014-09-16 07:48:00,11293
2014-09-16 07:50:00,11091
2014-09-16 07:52:00,12504
2014-09-16 07:54:00,9785
2014-09-16 07:56:00,13011
2014-09-16 07:58:00,13617
2014-09-16 08:00:00,10785
2014-09-16 08:02:00,14721
2014-09-16 08:04:00,13007
2014-09-16 08:06:00,13607
2014-09-16 08:08:00,11194
2014-09-16 08:10:00,12505
2014-09-16 08:12:00,12296
2014-09-16 08:14:00,14622
2014-09-16 08:16:00,12304
2014-09-16 08:18:00,15933
2014-09-16 08:20:00,14532
2014-09-16 08:22:00,15427
2014-09-16 08:24:00,14015
2014-09-16 08:26:00,15843
2014-09-16 08:28:00,13123
2014-09-16 08:30:00,15838
2014-09-16 08:32:00,16547
2014-09-16 08:34:00,17143
2014-09-16 08:36:00,14022
2014-09-16 08:38:00,13419
2014-09-16 08:40:00,11596
2014-09-16 08:42:00,15838
2014-09-16 08:44:00,14724
2014-09-16 08:46:00,14420
2014-09-16 08:48:00,13609
2014-09-16 08:50:00,15333
2014-09-16 08:52:00,15032
2014-09-16 08:54:00,11489
2014-09-16 08:56:00,11893
2014-09-16 08:58:00,12403
2014-09-16 09:00:00,15021
2014-09-16 09:02:00,16638
2014-09-16 09:04:00,12505
2014-09-16 09:06:00,14321
2014-09-16 09:08:00,16029
2014-09-16 09:10:00,13713
2014-09-16 09:12:00,15729
2014-09-16 09:14:00,12715
2014-09-16 09:16:00,12600
2014-09-16 09:18:00,13817
2014-09-16 09:20:00,16428
2014-09-16 09:22:00,13414
2014-09-16 09:24:00,15531
2014-09-16 09:26:00,15835
2014-09-16 09:28:00,14727
2014-09-16 09:30:00,14425
2014-09-16 09:32:00,13210
2014-09-16 09:34:00,14825
2014-09-16 09:36:00,15438
2014-09-16 09:38:00,14217
2014-09-16 09:40:00,14319
2014-09-16 09:42:00,12203
2014-09-16 09:44:00,12205
2014-09-16 09:46:00,13618
2014-09-16 09:48:00,14726
2014-09-16 09:50:00,11900
2014-09-16 09:52:00,17549
2014-09-16 09:54:00,14425
2014-09-16 09:56:00,15944
2014-09-16 09:58:00,18050
2014-09-16 10:00:00,15530
2014-09-16 10:02:00,17444
2014-09-16 10:04:00,15532
2014-09-16 10:06:00,16338
2014-09-16 10:08:00,13719
2014-09-16 10:10:00,14323
2014-09-16 10:12:00,15228
2014-09-16 10:14:00,17346
2014-09-16 10:16:00,14823
2014-09-16 10:18:00,16032
2014-09-16 10:20:00,16842
2014-09-16 10:22:00,17041
2014-09-16 10:24:00,15932
2014-09-16 10:26:00,14530
2014-09-16 10:28:00,14331
2014-09-16 10:30:00,15028
2014-09-16 10:32:00,16644
2014-09-16 10:34:00,15537
2014-09-16 10:36:00,13920
2014-09-16 10:38:00,13625
2014-09-16 10:40:00,13816
2014-09-16 10:42:00,15338
2014-09-16 10:44:00,14823
2014-09-16 10:46:00,12914
2014-09-16 10:48:00,13113
2014-09-16 10:50:00,12306
2014-09-16 10:52:00,12311
2014-09-16 10:54:00,10688
2014-09-16 10:56:00,10387
2014-09-16 10:58:00,12606
2014-09-16 11:00:00,12703
2014-09-16 11:02:00,13514
2014-09-16 11:04:00,10692
2014-09-16 11:06:00,12001
2014-09-16 11:08:00,14220
2014-09-16 11:10:00,11499
2014-09-16 11:12:00,12405
2014-09-16 11:14:00,11099
2014-09-16 11:16:00,11089
2014-09-16 11:18:00,12806
2014-09-16 11:20:00,12400
2014-09-16 11:22:00,11195
2014-09-16 11:24:00,10787
2014-09-16 11:26:00,11495
2014-09-16 11:28:00,12606
2014-09-16 11:30:00,11498
2014-09-16 11:32:00,10995
2014-09-16 11:34:00,12004
2014-09-16 11:36:00,11302
2014-09-16 11:38:00,9890
2014-09-16 11:40:00,10795
2014-09-16 11:42:00,8576
2014-09-16 11:44:00,11291
2014-09-16 11:46:00,9784
2014-09-16 11:48:00,10182
2014-09-16 11:50:00,9983
2014-09-16 11:52:00,12095
2014-09-16 11:54:00,11190
2014-09-16 11:56:00,10093
2014-09-16 11:58:00,11698
2014-09-16 12:00:00,11802
2014-09-16 12:02:00,12001
2014-09-16 12:04:00,10283
2014-09-16 12:06:00,9783
2014-09-16 12:08:00,11097
2014-09-16 12:10:00,10790
2014-09-16 12:12:00,10695
2014-09-16 12:14:00,12505
2014-09-16 12:16:00,10690
2014-09-16 12:18:00,9878
2014-09-16 12:20:00,10988
2014-09-16 12:22:00,9778
2014-09-16 12:24:00,11500
2014-09-16 12:26:00,8676
2014-09-16 12:28:00,10489
2014-09-16 12:30:00,8668
2014-09-16 12:32:00,12205
2014-09-16 12:34:00,9583
2014-09-16 12:36:00,10793
2014-09-16 12:38:00,11298
2014-09-16 12:40:00,11195
2014-09-16 12:42:00,9481
2014-09-16 12:44:00,10187
2014-09-16 12:46:00,10192
2014-09-16 12:48:00,10489
2014-09-16 12:50:00,9483
2014-09-16 12:52:00,8978
2014-09-16 12:54:00,10089
2014-09-16 12:56:00,9679
2014-09-16 12:58:00,9277
2014-09-16 13:00:00,8777
2014-09-16 13:02:00,10084
2014-09-16 13:04:00,8974
2014-09-16 13:06:00,10080
2014-09-16 13:08:00,9584
2014-09-16 13:10:00,9573
2014-09-16 13:12:00,9073
2014-09-16 13:14:00,9173
2014-09-16 13:16:00,10787
2014-09-16 13:18:00,10082
2014-09-16 13:20:00,8572
2014-09-16 13:22:00,10691
2014-09-16 13:24:00,8464
2014-09-16 13:26:00,8770
2014-09-16 13:28:00,9982
2014-09-16 13:30:00,9376
2014-09-16 13:32:00,8976
2014-09-16 13:34:00,10088
2014-09-16 13:36:00,7874
2014-09-16 13:38:00,8171
2014-09-16 13:40:00,9582
2014-09-16 13:42:00,8172
2014-09-16 13:44:00,10487
2014-09-16 13:46:00,8469
2014-09-16 13:48:00,7656
2014-09-16 13:50:00,10485
2014-09-16 13:52:00,8661
2014-09-16 13:54:00,9476
2014-09-16 13:56:00,8472
2014-09-16 13:58:00,8266
2014-09-16 14:00:00,10886
2014-09-16 14:02:00,9380
2014-09-16 14:04:00,8062
2014-09-16 14:06:00,9879
2014-09-16 14:08:00,11801
2014-09-16 14:10:00,10480
2014-09-16 14:12:00,10392
2014-09-16 14:14:00,10287
2014-09-16 14:16:00,9075
2014-09-16 14:18:00,10890
2014-09-16 14:20:00,9175
2014-09-16 14:22:00,8058
2014-09-16 14:24:00,9784
2014-09-16 14:26:00,10693
2014-09-16 14:28:00,10487
2014-09-16 14:30:00,9875
2014-09-16 14:32:00,9478
2014-09-16 14:34:00,8774
2014-09-16 14:36:00,10184
2014-09-16 14:38:00,10380
2014-09-16 14:40:00,10390
2014-09-16 14:42:00,11789
2014-09-16 14:44:00,9880
2014-09-16 14:46:00,10897
2014-09-16 14:48:00,11693
2014-09-16 14:50:00,11000
2014-09-16 14:52:00,9078
2014-09-16 14:54:00,11298
2014-09-16 14:56:00,10584
2014-09-16 14:58:00,10291
2014-09-16 15:00:00,10688
2014-09-16 15:02:00,11899
2014-09-16 15:04:00,10888
2014-09-16 15:06:00,10683
2014-09-16 15:08:00,10591
2014-09-16 15:10:00,9881
2014-09-16 15:12:00,11596
2014-09-16 15:14:00,11391
2014-09-16 15:16:00,13113
2014-09-16 15:18:00,11194
2014-09-16 15:20:00,10890
2014-09-16 15:22:00,13414
2014-09-16 15:24:00,10280
2014-09-16 15:26:00,11089
2014-09-16 15:28:00,12204
2014-09-16 15:30:00,13108
2014-09-16 15:32:00,13008
2014-09-16 15:34:00,10189
2014-09-16 15:36:00,9785
2014-09-16 15:38:00,12006
2014-09-16 15:40:00,11094
2014-09-16 15:42:00,12506
2014-09-16 15:44:00,13717
2014-09-16 15:46:00,12201
2014-09-16 15:48:00,12810
2014-09-16 15:50:00,13511
2014-09-16 15:52:00,12195
